









Frequency of observations in the selected location(s).:
Number of taxa: 	279

	Jan				Feb				Mar				Apr				May				Jun				Jul				Aug				Sep				Oct				Nov				Dec				
Sample Size:	64.0	29.0	30.0	53.0	39.0	37.0	36.0	34.0	20.0	22.0	27.0	49.0	31.0	37.0	47.0	41.0	40.0	33.0	19.0	35.0	42.0	32.0	34.0	41.0	21.0	36.0	34.0	22.0	23.0	22.0	22.0	54.0	43.0	41.0	38.0	48.0	82.0	48.0	69.0	107.0	45.0	49.0	31.0	27.0	20.0	35.0	23.0	81.0	

Eastern Yellow Robin (<em class="sci">Eopsaltria australis</em>)	0.09375	0.0344828	0.2333333	0.0943396	0.1538462	0.1081081	0.1666667	0.1176471	0.05	0.1818182	0.2592593	0.2244898	0.0645161	0.1621622	0.0638298	0.0243902	0.075	0.1212121	0.3684211	0.0857143	0.047619	0.15625	0.1176471	0.1219512	0.0952381	0.1111111	0.0882353	0.1363636	0.0434783	0.0909091	0.0454545	0.1111111	0.1627907	0.195122	0.0789474	0.0833333	0.1219512	0.125	0.2173913	0.1308411	0.2444444	0.1632653	0.0645161	0.0740741	0.15	0.1714286	0.0	0.0617284	
Singing Bushlark (<em class="sci">Mirafra javanica</em>)	0.0	0.137931	0.0333333	0.0	0.025641	0.0015	0.0277778	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0185185	0.0	0.0	0.0	0.0208333	0.0243902	0.0	0.0434783	0.0186916	0.0222222	0.122449	0.0322581	0.1111111	0.1	0.0285714	0.0	0.0	
Golden-headed Cisticola (<em class="sci">Cisticola exilis</em>)	0.015625	0.0344828	0.0	0.0	0.0	0.027027	0.0	0.0	0.0	0.0	0.0	0.0204082	0.0	0.0	0.0	0.0	0.0	0.030303	0.0	0.0285714	0.0	0.03125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545	0.0	0.0232558	0.0	0.0	0.0	0.0	0.0625	0.0	0.0	0.0015	0.0	0.0	0.0740741	0.05	0.0857143	0.0	0.0	
Australian Reed Warbler (<em class="sci">Acrocephalus australis</em>)	0.0625	0.1034483	0.0333333	0.0188679	0.0	0.1081081	0.0833333	0.0882353	0.0	0.0	0.0015	0.0	0.0322581	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03125	0.0294118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.037037	0.0930233	0.0487805	0.1315789	0.125	0.0609756	0.1666667	0.0289855	0.0373832	0.0888889	0.0816327	0.0322581	0.0740741	0.15	0.1142857	0.0434783	0.037037	
Little Grassbird (<em class="sci">Poodytes gramineus</em>)	0.0	0.0344828	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.027027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03125	0.0	0.0	0.0	0.0	0.0294118	0.1363636	0.0	0.0909091	0.0	0.0185185	0.0465116	0.0	0.0263158	0.0208333	0.0	0.0833333	0.0	0.0093458	0.0444444	0.0	0.0	0.037037	0.1	0.0285714	0.0	0.0123457	
Brown Songlark (<em class="sci">Cincloramphus cruralis</em>)	0.0	0.0689655	0.0333333	0.0	0.0	0.0	0.0	0.0294118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0232558	0.0	0.0526316	0.0208333	0.0365854	0.0208333	0.0144928	0.0093458	0.0444444	0.0816327	0.0645161	0.0740741	0.05	0.0	0.0	0.0123457	
Rufous Songlark (<em class="sci">Cincloramphus mathewsi</em>)	0.09375	0.1034483	0.2333333	0.0943396	0.0	0.027027	0.0277778	0.0	0.0	0.0454545	0.0	0.0	0.0	0.0	0.0	0.0	0.025	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545	0.0	0.1162791	0.0487805	0.1315789	0.1666667	0.1463415	0.1875	0.3478261	0.1682243	0.2	0.1020408	0.1612903	0.1481481	0.1	0.1142857	0.0869565	0.0740741	
Tawny Grassbird (<em class="sci">Cincloramphus timoriensis</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0123457	
White-backed Swallow (<em class="sci">Cheramoeca leucosterna</em>)	0.015625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.037037	0.0816327	0.0	0.027027	0.0	0.0243902	0.0	0.0	0.0015	0.0285714	0.0	0.0625	0.0	0.0243902	0.0	0.0833333	0.0588235	0.0909091	0.0	0.0454545	0.0454545	0.0015	0.0232558	0.0487805	0.0	0.0416667	0.0365854	0.0208333	0.057971	0.0093458	0.0222222	0.0	0.0967742	0.037037	0.1	0.0285714	0.0	0.0246914	
Welcome Swallow (<em class="sci">Hirundo neoxena</em>)	0.203125	0.1034483	0.3333333	0.1320755	0.1538462	0.3783784	0.1111111	0.1176471	0.3	0.0454545	0.3703704	0.3877551	0.3548387	0.1891892	0.3191489	0.2682927	0.275	0.3030303	0.2105263	0.2857143	0.1428571	0.21875	0.2352941	0.2682927	0.1904762	0.3611111	0.5	0.5909091	0.4347826	0.5454545	0.4090909	0.4074074	0.4418605	0.3902439	0.5789474	0.3541667	0.3170732	0.3125	0.2608696	0.2523364	0.4	0.2857143	0.4516129	0.3703704	0.15	0.1714286	0.173913	0.2592593	
Fairy Martin (<em class="sci">Petrochelidon ariel</em>)	0.03125	0.0	0.1333333	0.0377358	0.0512821	0.027027	0.0277778	0.0294118	0.05	0.0	0.037037	0.0	0.0	0.027027	0.0851064	0.0243902	0.0	0.0	0.0	0.0	0.0	0.03125	0.0588235	0.0731707	0.0	0.0	0.0	0.0454545	0.0	0.0015	0.0454545	0.0555556	0.1395349	0.0731707	0.1842105	0.125	0.1585366	0.1041667	0.0724638	0.0934579	0.0888889	0.0816327	0.1612903	0.037037	0.1	0.0571429	0.0869565	0.0864198	
Tree Martin (<em class="sci">Petrochelidon nigricans</em>)	0.109375	0.1034483	0.2	0.0566038	0.0769231	0.1081081	0.0555556	0.0294118	0.05	0.0454545	0.2592593	0.0408163	0.0322581	0.1351351	0.0	0.0487805	0.05	0.0606061	0.0015	0.0285714	0.0	0.0	0.0	0.0243902	0.0015	0.0555556	0.0882353	0.3181818	0.0434783	0.1363636	0.0909091	0.0555556	0.1860465	0.0731707	0.0263158	0.1041667	0.0853659	0.1041667	0.1449275	0.0560748	0.1333333	0.0816327	0.0645161	0.1481481	0.3	0.1714286	0.0434783	0.0493827	
Fairy/Tree Martin (<em class="sci">Petrochelidon ariel/nigricans</em>)	0.015625	0.0	0.0	0.0	0.0	0.027027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.030303	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0277778	0.0	0.0	0.0	0.0454545	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0093458	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
swallow sp. (<em class="sci">Hirundinidae sp.</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0294118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0208333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Silvereye (<em class="sci">Zosterops lateralis</em>)	0.125	0.1034483	0.0666667	0.0943396	0.1282051	0.1351351	0.2222222	0.0882353	0.05	0.0454545	0.1111111	0.1020408	0.0967742	0.1351351	0.1489362	0.195122	0.175	0.0909091	0.2105263	0.1714286	0.1666667	0.03125	0.1470588	0.0731707	0.1904762	0.1111111	0.1764706	0.3636364	0.0869565	0.0454545	0.0909091	0.1111111	0.1395349	0.2439024	0.1578947	0.0833333	0.0731707	0.1875	0.057971	0.046729	0.0888889	0.1428571	0.0322581	0.1111111	0.1	0.2571429	0.0	0.1481481	
Common Starling (<em class="sci">Sturnus vulgaris</em>)	0.078125	0.1034483	0.1	0.1320755	0.0512821	0.1351351	0.1944444	0.0294118	0.05	0.1363636	0.037037	0.1020408	0.1935484	0.1351351	0.1702128	0.1219512	0.225	0.1818182	0.0526316	0.1428571	0.0714286	0.15625	0.1176471	0.0731707	0.1904762	0.25	0.3823529	0.1363636	0.3913043	0.1363636	0.2727273	0.2592593	0.2325581	0.097561	0.2631579	0.1458333	0.1585366	0.1875	0.1014493	0.1869159	0.3333333	0.2857143	0.3870968	0.1851852	0.3	0.2571429	0.173913	0.1358025	
Common Myna (<em class="sci">Acridotheres tristis</em>)	0.15625	0.0344828	0.1333333	0.1698113	0.025641	0.2432432	0.1666667	0.1470588	0.25	0.0909091	0.1111111	0.0816327	0.1290323	0.0540541	0.1914894	0.1219512	0.325	0.2727273	0.0	0.0285714	0.1428571	0.21875	0.3235294	0.195122	0.1428571	0.25	0.3823529	0.1363636	0.4347826	0.0909091	0.0454545	0.1111111	0.1395349	0.097561	0.2894737	0.0833333	0.1707317	0.0625	0.057971	0.1121495	0.1111111	0.1632653	0.2258065	0.2222222	0.15	0.2857143	0.3913043	0.2469136	
Bassian Thrush (<em class="sci">Zoothera lunulata</em>)	0.015625	0.0344828	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0212766	0.0243902	0.0	0.0	0.0	0.0	0.0238095	0.0	0.0	0.0243902	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0186916	0.0	0.0	0.0	0.037037	0.0	0.0285714	0.0	0.0	
Russet-tailed Thrush (<em class="sci">Zoothera heinei</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0285714	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Common Blackbird (<em class="sci">Turdus merula</em>)	0.015625	0.0	0.0015	0.0188679	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0322581	0.0	0.0212766	0.0243902	0.075	0.030303	0.0	0.0	0.0	0.03125	0.0	0.0015	0.0	0.0	0.0294118	0.0909091	0.0434783	0.0015	0.0454545	0.0185185	0.0465116	0.0487805	0.0526316	0.0208333	0.0121951	0.0208333	0.0434783	0.0654206	0.0222222	0.0408163	0.0322581	0.0	0.05	0.0571429	0.0015	0.0	
Mistletoebird (<em class="sci">Dicaeum hirundinaceum</em>)	0.0625	0.0689655	0.0666667	0.0188679	0.025641	0.0	0.0833333	0.0588235	0.1	0.0454545	0.0740741	0.1020408	0.0	0.0810811	0.0	0.0243902	0.075	0.0	0.1578947	0.0857143	0.0	0.0	0.1176471	0.0731707	0.1428571	0.0833333	0.0588235	0.0454545	0.0434783	0.0909091	0.2272727	0.1666667	0.1860465	0.2682927	0.1052632	0.0625	0.1707317	0.0625	0.173913	0.1775701	0.2	0.1632653	0.0322581	0.0740741	0.15	0.0571429	0.0	0.037037	
Diamond Firetail (<em class="sci">Stagonopleura guttata</em>)	0.09375	0.0689655	0.1	0.0566038	0.025641	0.0540541	0.0	0.0294118	0.15	0.0454545	0.0740741	0.0612245	0.0	0.027027	0.0	0.0243902	0.0	0.0606061	0.1052632	0.0857143	0.047619	0.03125	0.0588235	0.0731707	0.0	0.0277778	0.0	0.0454545	0.173913	0.0	0.1363636	0.0555556	0.0930233	0.0487805	0.0263158	0.0208333	0.0365854	0.0833333	0.115942	0.0934579	0.0444444	0.0	0.0322581	0.0	0.05	0.0	0.0	0.0246914	
Red-browed Finch (<em class="sci">Neochmia temporalis</em>)	0.078125	0.0	0.1	0.0943396	0.1538462	0.0540541	0.0277778	0.2058824	0.1	0.0909091	0.1481481	0.1428571	0.0967742	0.0810811	0.1276596	0.0487805	0.225	0.0909091	0.2105263	0.1142857	0.0952381	0.15625	0.0588235	0.097561	0.1428571	0.0555556	0.0882353	0.2727273	0.1304348	0.1818182	0.0454545	0.1481481	0.2093023	0.1707317	0.2368421	0.1458333	0.0853659	0.1458333	0.0289855	0.0560748	0.0666667	0.1428571	0.0322581	0.0740741	0.1	0.0285714	0.1304348	0.1111111	
Plum-headed Finch (<em class="sci">Emblema modestum</em>)	0.03125	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0322581	0.0	0.0212766	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0294118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0208333	0.0144928	0.0093458	0.0	0.0	0.0	0.037037	0.0	0.0	0.0	0.0123457	
Double-barred Finch (<em class="sci">Stizoptera bichenovii</em>)	0.046875	0.0	0.1666667	0.1132075	0.1282051	0.0810811	0.1388889	0.1176471	0.2	0.0909091	0.1481481	0.1020408	0.1935484	0.1351351	0.0638298	0.0731707	0.175	0.2424242	0.0526316	0.2	0.0714286	0.15625	0.1176471	0.0731707	0.047619	0.1666667	0.0588235	0.0909091	0.173913	0.1363636	0.0909091	0.2777778	0.1627907	0.097561	0.2368421	0.0208333	0.1219512	0.1041667	0.1594203	0.1401869	0.0666667	0.0816327	0.0967742	0.037037	0.05	0.0	0.0434783	0.1111111	
Zebra Finch (<em class="sci">Taeniopygia guttata</em>)	0.09375	0.1034483	0.0333333	0.0188679	0.0	0.0810811	0.0277778	0.0294118	0.05	0.0454545	0.0	0.0612245	0.0322581	0.1081081	0.0015	0.0243902	0.125	0.030303	0.0	0.0285714	0.0238095	0.03125	0.0294118	0.0	0.0	0.0555556	0.0882353	0.1363636	0.173913	0.0454545	0.0454545	0.0740741	0.0465116	0.0243902	0.0789474	0.0416667	0.0243902	0.0208333	0.0144928	0.0093458	0.0666667	0.0612245	0.0645161	0.037037	0.05	0.0571429	0.0015	0.0740741	
House Sparrow (<em class="sci">Passer domesticus</em>)	0.046875	0.0344828	0.0666667	0.0754717	0.0	0.0810811	0.0277778	0.0015	0.1	0.0909091	0.037037	0.0015	0.1290323	0.0540541	0.106383	0.097561	0.1	0.1818182	0.0	0.0015	0.0714286	0.15625	0.0882353	0.097561	0.1428571	0.1111111	0.0882353	0.0	0.0434783	0.0454545	0.0909091	0.0740741	0.0465116	0.0731707	0.1315789	0.1875	0.0609756	0.0625	0.0289855	0.1588785	0.0888889	0.1428571	0.1612903	0.037037	0.25	0.0571429	0.0434783	0.1234568	
Australian Pipit (<em class="sci">Anthus australis</em>)	0.015625	0.0	0.0	0.0015	0.0512821	0.0540541	0.0277778	0.0588235	0.05	0.0015	0.0015	0.0	0.0	0.027027	0.0212766	0.0015	0.15	0.030303	0.0526316	0.0	0.0015	0.03125	0.0	0.0	0.0	0.0277778	0.0294118	0.0	0.2608696	0.0454545	0.1363636	0.0925926	0.0697674	0.0731707	0.0263158	0.0416667	0.0609756	0.0625	0.0869565	0.0280374	0.0444444	0.0204082	0.0967742	0.1111111	0.1	0.0285714	0.0	0.0493827	
European Goldfinch (<em class="sci">Carduelis carduelis</em>)	0.0	0.0	0.0	0.0	0.0	0.027027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	

